TF_id,TG_id,Index
BSU_29740,BSU_23150,1
BSU_29740,BSU_04160,1
BSU_29740,BSU_28800,1
BSU_29740,BSU_28760,1
BSU_29740,BSU_28720,1
BSU_29740,BSU_28780,1
BSU_29740,BSU_28740,1
BSU_29740,BSU_28730,1
BSU_29740,BSU_28770,1
BSU_29740,BSU_28750,1
BSU_29740,BSU_28790,1
BSU_29740,BSU_38200,1
BSU_29740,BSU_38190,1
BSU_29740,BSU_12000,1
BSU_29740,BSU_38730,1
BSU_29740,BSU_38740,1
BSU_29740,BSU_38760,1
BSU_29740,BSU_38750,1
BSU_29740,BSU_19030,1
BSU_29740,BSU_19360,1
BSU_29740,BSU_19370,1
BSU_29740,BSU_06660,1
BSU_29740,BSU_29110,1
BSU_29740,BSU_29100,1
BSU_29740,BSU_34780,1
BSU_29740,BSU_34750,1
BSU_29740,BSU_34760,1
BSU_29740,BSU_34740,1
BSU_29740,BSU_34730,1
BSU_29740,BSU_34770,1
BSU_29740,BSU_27760,1
BSU_29740,BSU_27750,1
BSU_29740,BSU_34200,1
BSU_29740,BSU_35960,1
BSU_29740,BSU_35910,1
BSU_29740,BSU_35940,1
BSU_29740,BSU_35920,1
BSU_29740,BSU_35930,1
BSU_29740,BSU_35950,1
BSU_29740,BSU_38980,1
BSU_29740,BSU_38990,1
BSU_29740,BSU_39000,1
BSU_29740,BSU_38970,1
BSU_29740,BSU_07810,1
BSU_29740,BSU_07800,1
BSU_29740,BSU_07820,1
BSU_29740,BSU_29630,1
BSU_29740,BSU_30280,1
BSU_29740,BSU_30290,1
BSU_29740,BSU_30260,1
BSU_29740,BSU_30270,1
BSU_29740,BSU_30300,1
BSU_29740,BSU_28810,1
BSU_29740,BSU_40310,1
BSU_29740,BSU_40300,1
BSU_29740,BSU_07840,1
BSU_29740,BSU_09280,1
BSU_29740,BSU_09290,1
BSU_29740,BSU_22130,1
BSU_29740,BSU_22140,1
BSU_29740,BSU_04470,1
BSU_29740,BSU_28510,1
BSU_29740,BSU_39750,1
BSU_29740,BSU_39710,1
BSU_29740,BSU_39670,1
BSU_29740,BSU_39680,1
BSU_29740,BSU_39760,1
BSU_29740,BSU_39700,1
BSU_29740,BSU_39730,1
BSU_29740,BSU_39740,1
BSU_29740,BSU_39720,1
BSU_29740,BSU_39690,1
BSU_29740,BSU_29710,1
BSU_29740,BSU_29690,1
BSU_29740,BSU_29700,1
BSU_29740,BSU_10770,1
BSU_29740,BSU_17580,1
BSU_29740,BSU_17570,1
BSU_29740,BSU_17600,1
BSU_29740,BSU_17610,1
BSU_29740,BSU_03040,1
BSU_29740,BSU_38590,1
BSU_29740,BSU_38580,1
BSU_29740,BSU_38560,1
BSU_29740,BSU_38570,1
BSU_29740,BSU_28700,1
BSU_29740,BSU_28710,1
BSU_29740,BSU_29120,1
BSU_29740,BSU_29140,1
BSU_29740,BSU_29130,1
BSU_29740,BSU_23500,1
BSU_29740,BSU_23490,1
BSU_29740,BSU_08190,1
BSU_29740,BSU_08180,1
BSU_29740,BSU_08200,1
BSU_29740,BSU_08110,1
BSU_29740,BSU_08100,1
BSU_29740,BSU_39410,1
BSU_29740,BSU_39420,1
BSU_29740,BSU_39400,1
BSU_29740,BSU_19410,1
BSU_29740,BSU_20850,1
BSU_29740,BSU_22570,1
BSU_29740,BSU_06950,1
BSU_29740,BSU_06940,1
BSU_29740,BSU_06960,1
BSU_29740,BSU_34140,1
BSU_29740,BSU_34150,1
BSU_29740,BSU_34120,1
BSU_29740,BSU_34160,1
BSU_29740,BSU_34130,1
BSU_29740,BSU_29680,1
BSU_29740,BSU_29670,1
BSU_29740,BSU_23070,1
BSU_29740,BSU_06990,1
BSU_29740,BSU_07060,1
BSU_29740,BSU_06980,1
BSU_29740,BSU_07080,1
BSU_29740,BSU_07070,1
BSU_29740,BSU_07020,1
BSU_29740,BSU_07050,1
BSU_29740,BSU_07000,1
BSU_29740,BSU_07040,1
BSU_29740,BSU_06970,1
BSU_29740,BSU_07010,1
BSU_29740,BSU_07030,1
BSU_29740,BSU_07060,1
BSU_29740,BSU_07080,1
BSU_29740,BSU_07070,1
BSU_29740,BSU_07050,1
BSU_29660,BSU_29660,1
BSU_29400,BSU_29290,1
BSU_29400,BSU_29360,1
BSU_29400,BSU_29300,1
BSU_29400,BSU_29310,1
BSU_29400,BSU_29280,1
BSU_29400,BSU_29380,1
BSU_29400,BSU_29370,1
BSU_29400,BSU_29350,1
BSU_29400,BSU_29340,1
BSU_29400,BSU_29390,1
BSU_29400,BSU_29330,1
BSU_29400,BSU_29320,1
BSU_29300,BSU_23050,1
BSU_29300,BSU_23250,1
BSU_29300,BSU_23280,1
BSU_29300,BSU_23270,1
BSU_29300,BSU_23240,1
BSU_29300,BSU_23260,1
BSU_29110,BSU_24950,1
BSU_29110,BSU_24960,1
BSU_29110,BSU_24970,1
BSU_29110,BSU_24980,1
BSU_29110,BSU_24990,1
BSU_29110,BSU_02130,1
BSU_29110,BSU_02140,1
BSU_29110,BSU_02620,1
BSU_29110,BSU_02640,1
BSU_29110,BSU_02630,1
BSU_29110,BSU_35609,1
BSU_29110,BSU_35600,1
BSU_29110,BSU_35610,1
BSU_29110,BSU_35550,1
BSU_29110,BSU_35560,1
BSU_29110,BSU_35540,1
BSU_29110,BSU_35590,1
BSU_29110,BSU_35570,1
BSU_29110,BSU_35580,1
BSU_29110,BSU_32540,1
BSU_29110,BSU_09410,1
BSU_29110,BSU_40270,1
BSU_29110,BSU_40260,1
BSU_29110,BSU_40280,1
BSU_29110,BSU_39100,1
BSU_29110,BSU_13320,1
BSU_29110,BSU_13330,1
BSU_29110,BSU_06250,1
BSU_29110,BSU_03510,1
BSU_29110,BSU_03490,1
BSU_29110,BSU_03500,1
BSU_29110,BSU_03480,1
BSU_29110,BSU_03520,1
BSU_29110,BSU_35750,1
BSU_29110,BSU_35760,1
BSU_29110,BSU_18920,1
BSU_29110,BSU_18910,1
BSU_29110,BSU_23120,1
BSU_29110,BSU_23140,1
BSU_29110,BSU_23130,1
BSU_29110,BSU_23110,1
BSU_29110,BSU_23150,1
BSU_29110,BSU_29110,1
BSU_29110,BSU_29100,1
BSU_29110,BSU_11990,1
BSU_29110,BSU_35310,1
BSU_29110,BSU_07810,1
BSU_29110,BSU_07800,1
BSU_29110,BSU_07820,1
BSU_29110,BSU_29630,1
BSU_29110,BSU_35700,1
BSU_29110,BSU_35710,1
BSU_29110,BSU_35740,1
BSU_29110,BSU_35730,1
BSU_29110,BSU_35720,1
BSU_29110,BSU_07840,1
BSU_29110,BSU_05740,1
BSU_29110,BSU_05730,1
BSU_29110,BSU_38090,1
BSU_29110,BSU_01935,1
BSU_29110,BSU_01970,1
BSU_29110,BSU_01950,1
BSU_29110,BSU_01960,1
BSU_29110,BSU_01910,1
BSU_29110,BSU_01980,1
BSU_29110,BSU_01920,1
BSU_29110,BSU_06250,1
BSU_29110,BSU_06260,1
BSU_29000,BSU_17370,1
BSU_29000,BSU_17380,1
BSU_29000,BSU_17400,1
BSU_29000,BSU_17390,1
BSU_28920,BSU_28910,1
BSU_28920,BSU_28900,1
BSU_28850,BSU_28840,1
BSU_28850,BSU_28860,1
BSU_28850,BSU_28850,1
BSU_28850,BSU_28870,1
BSU_28550,BSU_32830,1
BSU_28550,BSU_32840,1
BSU_28550,BSU_32820,1
BSU_28550,BSU_28530,1
BSU_28550,BSU_28540,1
BSU_28550,BSU_28560,1
BSU_28550,BSU_28550,1
BSU_28550,BSU_28520,1
BSU_28550,BSU_14071,1
BSU_28550,BSU_14072,1
BSU_28550,BSU_14060,1
BSU_28550,BSU_10270,1
BSU_28550,BSU_32830,1
BSU_28550,BSU_32840,1
BSU_28550,BSU_32820,1
BSU_28550,BSU_32850,1
BSU_28550,BSU_37160,1
BSU_28550,BSU_37170,1
BSU_28550,BSU_37180,1
BSU_28410,BSU_36050,1
BSU_28410,BSU_36040,1
BSU_28410,BSU_36060,1
BSU_28410,BSU_30860,1
BSU_28410,BSU_30880,1
BSU_28410,BSU_30870,1
BSU_28410,BSU_11770,1
BSU_28410,BSU_11780,1
BSU_28410,BSU_11760,1
BSU_28410,BSU_11750,1
BSU_28410,BSU_11740,1
BSU_28410,BSU_25760,1
BSU_28410,BSU_17030,1
BSU_28410,BSU_04110,1
BSU_28410,BSU_31270,1
BSU_28410,BSU_17700,1
BSU_28410,BSU_36070,1
BSU_28410,BSU_07310,1
BSU_28410,BSU_07290,1
BSU_28410,BSU_07280,1
BSU_28410,BSU_07270,1
BSU_28410,BSU_07300,1
BSU_28410,BSU_10900,1
BSU_28410,BSU_32640,1
BSU_28410,BSU_06300,1
BSU_28410,BSU_17970,1
BSU_28410,BSU_12090,1
BSU_28410,BSU_15950,1
BSU_28410,BSU_09958,1
BSU_28410,BSU_11760,1
BSU_28410,BSU_22200,1
BSU_28410,BSU_10610,1
BSU_28410,BSU_10600,1
BSU_28410,BSU_39580,1
BSU_28410,BSU_11320,1
BSU_28410,BSU_06850,1
BSU_28410,BSU_18670,1
BSU_28410,BSU_19750,1
BSU_28410,BSU_19770,1
BSU_28410,BSU_19760,1
BSU_28410,BSU_30910,1
BSU_28410,BSU_30890,1
BSU_28410,BSU_30900,1
BSU_28410,BSU_17310,1
BSU_28410,BSU_37910,1
BSU_28410,BSU_37860,1
BSU_28410,BSU_37880,1
BSU_28410,BSU_37890,1
BSU_28410,BSU_37820,1
BSU_28410,BSU_37840,1
BSU_28410,BSU_37830,1
BSU_28410,BSU_37850,1
BSU_28410,BSU_37900,1
BSU_28410,BSU_37870,1
BSU_28410,BSU_37810,1
BSU_28410,BSU_14980,1
BSU_28410,BSU_14970,1
BSU_28410,BSU_17670,1
BSU_28410,BSU_32640,1
BSU_28410,BSU_32650,1
BSU_28410,BSU_19810,1
BSU_28410,BSU_25710,1
BSU_28410,BSU_05560,1
BSU_28410,BSU_05570,1
BSU_28410,BSU_05550,1
BSU_28410,BSU_28320,1
BSU_28410,BSU_10700,1
BSU_28410,BSU_10680,1
BSU_28410,BSU_10710,1
BSU_28410,BSU_10670,1
BSU_28410,BSU_10720,1
BSU_28410,BSU_10690,1
BSU_28410,BSU_22250,1
BSU_28410,BSU_34520,1
BSU_28410,BSU_19490,1
BSU_28410,BSU_19790,1
BSU_28410,BSU_19780,1
BSU_28410,BSU_26390,1
BSU_28410,BSU_13789,1
BSU_27910,BSU_03790,1
BSU_27910,BSU_32260,1
BSU_27910,BSU_32240,1
BSU_27910,BSU_32250,1
BSU_27890,BSU_27860,1
BSU_27890,BSU_27870,1
BSU_27890,BSU_27850,1
BSU_27890,BSU_02950,1
BSU_27890,BSU_27890,1
BSU_27890,BSU_27880,1
BSU_27520,BSU_39520,1
BSU_27520,BSU_39460,1
BSU_27520,BSU_39470,1
BSU_27520,BSU_39500,1
BSU_27520,BSU_39510,1
BSU_27520,BSU_39480,1
BSU_27520,BSU_39490,1
BSU_27520,BSU_09130,1
BSU_27520,BSU_00730,1
BSU_27520,BSU_29290,1
BSU_27520,BSU_29360,1
BSU_27520,BSU_29300,1
BSU_27520,BSU_29310,1
BSU_27520,BSU_29280,1
BSU_27520,BSU_29380,1
BSU_27520,BSU_29370,1
BSU_27520,BSU_29350,1
BSU_27520,BSU_29340,1
BSU_27520,BSU_29390,1
BSU_27520,BSU_29330,1
BSU_27520,BSU_29320,1
BSU_27520,BSU_27240,1
BSU_27520,BSU_27250,1
BSU_27520,BSU_27270,1
BSU_27520,BSU_27280,1
BSU_27520,BSU_27260,1
BSU_27520,BSU_08830,1
BSU_27520,BSU_08850,1
BSU_27520,BSU_08870,1
BSU_27520,BSU_08860,1
BSU_27520,BSU_08840,1
BSU_27520,BSU_29400,1
BSU_27520,BSU_07190,1
BSU_27520,BSU_07200,1
BSU_27520,BSU_15600,1
BSU_27520,BSU_15570,1
BSU_27520,BSU_15580,1
BSU_27520,BSU_15590,1
BSU_27520,BSU_15630,1
BSU_27520,BSU_15610,1
BSU_27520,BSU_15620,1
BSU_27520,BSU_04520,1
BSU_27170,BSU_27170,1
BSU_27170,BSU_27160,1
BSU_27080,BSU_27030,1
BSU_27080,BSU_27070,1
BSU_27080,BSU_27050,1
BSU_27080,BSU_27060,1
BSU_27080,BSU_27040,1
BSU_27000,BSU_27020,1
BSU_27000,BSU_27020,1
BSU_27000,BSU_27010,1
BSU_26720,BSU_26680,1
BSU_26720,BSU_26700,1
BSU_26720,BSU_26690,1
BSU_26720,BSU_26710,1
BSU_26720,BSU_26720,1
BSU_26670,BSU_26670,1
BSU_26580,BSU_26600,1
BSU_26580,BSU_26590,1
BSU_26430,BSU_26430,1
BSU_26430,BSU_26420,1
BSU_26430,BSU_26410,1
BSU_26430,BSU_12880,1
BSU_26430,BSU_12890,1
BSU_26430,BSU_26450,1
BSU_26430,BSU_26440,1
BSU_26350,BSU_26330,1
BSU_26350,BSU_26320,1
BSU_26350,BSU_26340,1
BSU_26350,BSU_26250,1
BSU_26350,BSU_26300,1
BSU_26350,BSU_26280,1
BSU_26350,BSU_26259,1
BSU_26350,BSU_26270,1
BSU_26350,BSU_26290,1
BSU_26350,BSU_26260,1
BSU_26350,BSU_26310,1
BSU_25810,BSU_25800,1
BSU_25810,BSU_25810,1
BSU_25810,BSU_25790,1
BSU_25810,BSU_25780,1
BSU_25490,BSU_25490,1
BSU_25490,BSU_25470,1
BSU_25490,BSU_25430,1
BSU_25490,BSU_25450,1
BSU_25490,BSU_25460,1
BSU_25490,BSU_25480,1
BSU_25490,BSU_25440,1
BSU_25490,BSU_06020,1
BSU_25490,BSU_06030,1
BSU_25250,BSU_29020,1
BSU_25250,BSU_29010,1
BSU_25250,BSU_14629,1
BSU_25250,BSU_30560,1
BSU_25250,BSU_21820,1
BSU_25250,BSU_21810,1
BSU_29740,BSU_28460,1
BSU_25100,BSU_03360,1
BSU_25100,BSU_03359,1
BSU_25100,BSU_03350,1
BSU_25100,BSU_03360,1
BSU_25100,BSU_03340,1
BSU_25100,BSU_03359,1
BSU_25100,BSU_26830,1
BSU_25100,BSU_02860,1
BSU_25100,BSU_02850,1
BSU_25100,BSU_02870,1
BSU_25100,BSU_30700,1
BSU_25100,BSU_08880,1
BSU_24770,BSU_24770,1
BSU_24610,BSU_35640,1
BSU_24610,BSU_35620,1
BSU_24610,BSU_35630,1
BSU_24610,BSU_34040,1
BSU_24610,BSU_34030,1
BSU_24610,BSU_34050,1
BSU_24610,BSU_24600,1
BSU_24610,BSU_24610,1
BSU_24610,BSU_15310,1
BSU_24610,BSU_15320,1
BSU_24610,BSU_15330,1
BSU_24610,BSU_35500,1
BSU_24610,BSU_35490,1
BSU_24610,BSU_24630,1
BSU_24610,BSU_24640,1
BSU_24610,BSU_24620,1
BSU_24610,BSU_14240,1
BSU_24610,BSU_10300,1
BSU_24610,BSU_00490,1
BSU_24610,BSU_23470,1
BSU_24610,BSU_23460,1
BSU_24610,BSU_23450,1
BSU_24610,BSU_38400,1
BSU_24610,BSU_34390,1
BSU_24610,BSU_34380,1
BSU_24610,BSU_40310,1
BSU_24610,BSU_40300,1
BSU_24610,BSU_31322,1
BSU_24610,BSU_31321,1
BSU_24610,BSU_09370,1
BSU_24610,BSU_34230,1
BSU_24610,BSU_34340,1
BSU_24610,BSU_34240,1
BSU_24610,BSU_34280,1
BSU_24610,BSU_34220,1
BSU_24610,BSU_34330,1
BSU_24610,BSU_34350,1
BSU_24610,BSU_34265,1
BSU_24610,BSU_34290,1
BSU_24610,BSU_34360,1
BSU_24610,BSU_34300,1
BSU_24610,BSU_34310,1
BSU_24610,BSU_34250,1
BSU_24610,BSU_34320,1
BSU_24610,BSU_34370,1
BSU_24610,BSU_33400,1
BSU_24610,BSU_38360,1
BSU_24610,BSU_31460,1
BSU_24610,BSU_31450,1
BSU_24520,BSU_04360,1
BSU_24520,BSU_30750,1
BSU_24520,BSU_30770,1
BSU_24520,BSU_30760,1
BSU_24520,BSU_30740,1
BSU_24520,BSU_05470,1
BSU_24520,BSU_06320,1
BSU_24250,BSU_40340,1
BSU_24250,BSU_40330,1
BSU_24250,BSU_40320,1
BSU_24250,BSU_37790,1
BSU_24250,BSU_37780,1
BSU_24250,BSU_37760,1
BSU_24250,BSU_37770,1
BSU_24250,BSU_11200,1
BSU_24250,BSU_11250,1
BSU_24250,BSU_11230,1
BSU_24250,BSU_11190,1
BSU_24250,BSU_11240,1
BSU_24250,BSU_11220,1
BSU_24250,BSU_11210,1
BSU_24250,BSU_29440,1
BSU_24250,BSU_29450,1
BSU_24220,BSU_36230,1
BSU_24220,BSU_36250,1
BSU_24220,BSU_36260,1
BSU_24220,BSU_36240,1
BSU_24220,BSU_39870,1
BSU_24220,BSU_39880,1
BSU_24220,BSU_16180,1
BSU_24220,BSU_16310,1
BSU_24220,BSU_16300,1
BSU_24220,BSU_16320,1
BSU_24220,BSU_16330,1
BSU_24220,BSU_16299,1
BSU_24220,BSU_16480,1
BSU_24220,BSU_16240,1
BSU_24220,BSU_16270,1
BSU_24220,BSU_16230,1
BSU_24220,BSU_16250,1
BSU_24220,BSU_16380,1
BSU_24220,BSU_16430,1
BSU_24220,BSU_16350,1
BSU_24220,BSU_16470,1
BSU_24220,BSU_16200,1
BSU_24220,BSU_16280,1
BSU_24220,BSU_16440,1
BSU_24220,BSU_16220,1
BSU_24220,BSU_16390,1
BSU_24220,BSU_16370,1
BSU_24220,BSU_16360,1
BSU_24220,BSU_16420,1
BSU_24220,BSU_16400,1
BSU_24220,BSU_16460,1
BSU_24220,BSU_16340,1
BSU_24220,BSU_16190,1
BSU_24220,BSU_16410,1
BSU_24220,BSU_16290,1
BSU_24220,BSU_16450,1
BSU_24220,BSU_16260,1
BSU_24220,BSU_16210,1
BSU_24220,BSU_40340,1
BSU_24220,BSU_40330,1
BSU_24220,BSU_40320,1
BSU_24220,BSU_24600,1
BSU_24220,BSU_24610,1
BSU_24220,BSU_12430,1
BSU_24220,BSU_12440,1
BSU_24220,BSU_14110,1
BSU_24220,BSU_14120,1
BSU_24220,BSU_14130,1
BSU_24220,BSU_14100,1
BSU_24220,BSU_14140,1
BSU_24220,BSU_35260,1
BSU_24220,BSU_35250,1
BSU_24220,BSU_15310,1
BSU_24220,BSU_15320,1
BSU_24220,BSU_15330,1
BSU_24220,BSU_10420,1
BSU_24220,BSU_16310,1
BSU_24220,BSU_16300,1
BSU_24220,BSU_16320,1
BSU_24220,BSU_16330,1
BSU_24220,BSU_16299,1
BSU_24220,BSU_16480,1
BSU_24220,BSU_16270,1
BSU_24220,BSU_16380,1
BSU_24220,BSU_16430,1
BSU_24220,BSU_16350,1
BSU_24220,BSU_16470,1
BSU_24220,BSU_16280,1
BSU_24220,BSU_16440,1
BSU_24220,BSU_16390,1
BSU_24220,BSU_16370,1
BSU_24220,BSU_16360,1
BSU_24220,BSU_16420,1
BSU_24220,BSU_16400,1
BSU_24220,BSU_16460,1
BSU_24220,BSU_16340,1
BSU_24220,BSU_16410,1
BSU_24220,BSU_16290,1
BSU_24220,BSU_16450,1
BSU_24220,BSU_16260,1
BSU_24220,BSU_38510,1
BSU_24220,BSU_38540,1
BSU_24220,BSU_38499,1
BSU_24220,BSU_38500,1
BSU_24220,BSU_38520,1
BSU_24220,BSU_38530,1
BSU_24220,BSU_35510,1
BSU_24220,BSU_35520,1
BSU_24220,BSU_17900,1
BSU_24220,BSU_17910,1
BSU_24220,BSU_24220,1
BSU_24220,BSU_40970,1
BSU_24220,BSU_40960,1
BSU_24220,BSU_22270,1
BSU_24220,BSU_22280,1
BSU_24220,BSU_15400,1
BSU_24220,BSU_15380,1
BSU_24220,BSU_15410,1
BSU_24220,BSU_15390,1
BSU_24220,BSU_15370,1
BSU_24220,BSU_19640,1
BSU_24220,BSU_07460,1
BSU_24220,BSU_07450,1
BSU_24220,BSU_00370,1
BSU_24220,BSU_33760,1
BSU_24220,BSU_33750,1
BSU_24220,BSU_33770,1
BSU_24220,BSU_00640,1
BSU_24220,BSU_12850,1
BSU_24220,BSU_12840,1
BSU_24220,BSU_29200,1
BSU_24220,BSU_29210,1
BSU_24220,BSU_26050,1
BSU_24220,BSU_14240,1
BSU_24220,BSU_37130,1
BSU_24220,BSU_25880,1
BSU_24220,BSU_25890,1
BSU_24220,BSU_27370,1
BSU_24220,BSU_03200,1
BSU_24220,BSU_03210,1
BSU_24220,BSU_03220,1
BSU_24220,BSU_11300,1
BSU_24220,BSU_11310,1
BSU_24220,BSU_23470,1
BSU_24220,BSU_23460,1
BSU_24220,BSU_23450,1
BSU_24220,BSU_00010,1
BSU_24220,BSU_00020,1
BSU_24220,BSU_14510,1
BSU_24220,BSU_14500,1
BSU_24220,BSU_14490,1
BSU_24220,BSU_38400,1
BSU_24220,BSU_19210,1
BSU_24220,BSU_29630,1
BSU_24220,BSU_38110,1
BSU_24220,BSU_38100,1
BSU_24220,BSU_24940,1
BSU_24220,BSU_24930,1
BSU_24220,BSU_25870,1
BSU_24220,BSU_25860,1
BSU_24220,BSU_15420,1
BSU_24220,BSU_17890,1
BSU_24220,BSU_31740,1
BSU_24220,BSU_32770,1
BSU_24220,BSU_32760,1
BSU_24220,BSU_00380,1
BSU_24220,BSU_01935,1
BSU_24220,BSU_01970,1
BSU_24220,BSU_01950,1
BSU_24220,BSU_01960,1
BSU_24220,BSU_01910,1
BSU_24220,BSU_01980,1
BSU_24220,BSU_01920,1
BSU_24220,BSU_13990,1
BSU_24220,BSU_37030,1
BSU_24220,BSU_09420,1
BSU_24220,BSU_25200,1
BSU_24220,BSU_25230,1
BSU_24220,BSU_25210,1
BSU_24220,BSU_06580,1
BSU_24220,BSU_06570,1
BSU_24220,BSU_00110,1
BSU_24220,BSU_00120,1
BSU_24220,BSU_10750,1
BSU_24220,BSU_10760,1
BSU_24220,BSU_00390,1
BSU_24220,BSU_00380,1
BSU_24220,BSU_36750,1
BSU_24100,BSU_24090,1
BSU_24100,BSU_24060,1
BSU_24100,BSU_24030,1
BSU_24100,BSU_24070,1
BSU_24100,BSU_24050,1
BSU_24100,BSU_24040,1
BSU_24100,BSU_24080,1
BSU_24020,BSU_24020,1
BSU_24020,BSU_24010,1
BSU_23880,BSU_23890,1
BSU_23880,BSU_23880,1
BSU_23590,BSU_23570,1
BSU_23590,BSU_23580,1
BSU_23590,BSU_23550,1
BSU_23590,BSU_23560,1
BSU_23590,BSU_23590,1
BSU_23520,BSU_03280,1
BSU_23520,BSU_03320,1
BSU_23520,BSU_03290,1
BSU_23520,BSU_03310,1
BSU_23520,BSU_03300,1
BSU_23520,BSU_14150,1
BSU_23520,BSU_14160,1
BSU_23520,BSU_14170,1
BSU_23520,BSU_04530,1
BSU_23520,BSU_04536,1
BSU_23520,BSU_18450,1
BSU_23520,BSU_18440,1
BSU_23520,BSU_08440,1
BSU_23520,BSU_38260,1
BSU_23520,BSU_38280,1
BSU_23520,BSU_38270,1
BSU_23520,BSU_07530,1
BSU_23520,BSU_07520,1
BSU_23520,BSU_32010,1
BSU_23520,BSU_07520,1
BSU_23520,BSU_07500,1
BSU_23520,BSU_07510,1
BSU_23520,BSU_07490,1
BSU_23520,BSU_18630,1
BSU_23520,BSU_03820,1
BSU_23520,BSU_03800,1
BSU_23520,BSU_03830,1
BSU_23520,BSU_03810,1
BSU_23520,BSU_01640,1
BSU_23520,BSU_01630,1
BSU_23520,BSU_01620,1
BSU_23520,BSU_01600,1
BSU_23520,BSU_01610,1
BSU_23520,BSU_03270,1
BSU_23520,BSU_37220,1
BSU_23520,BSU_04470,1
BSU_23520,BSU_31990,1
BSU_23520,BSU_31970,1
BSU_23520,BSU_32000,1
BSU_23520,BSU_31960,1
BSU_23520,BSU_31980,1
BSU_23520,BSU_31959,1
BSU_23520,BSU_07850,1
BSU_23520,BSU_33320,1
BSU_23520,BSU_05899,1
BSU_23520,BSU_39610,1
BSU_23520,BSU_07150,1
BSU_23520,BSU_33310,1
BSU_23520,BSU_33290,1
BSU_23520,BSU_33300,1
BSU_23520,BSU_22036,1
BSU_23520,BSU_08480,1
BSU_23520,BSU_10330,1
BSU_23520,BSU_05899,1
BSU_23520,BSU_05890,1
BSU_23520,BSU_08460,1
